"Account","Flag","Check Number","Date","Payee","Category","Master Category","Sub Category","Memo","Outflow","Inflow","Cleared","Running Balance"
"Us Bank",,,06/23/2014,"Download from usbank.com. MACY'S      428 SAN FRANCISCCA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$26.10,$0.00,C,$3456.97
"Us Bank",,,06/23/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$26.82,$0.00,C,$3430.15
"Us Bank",,,06/23/2014,"Download from usbank.com. AMC METREON 16 #SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$33.00,$0.00,C,$3397.15
"Us Bank",,,06/23/2014,"Download from usbank.com. SQ *OLEA RESTAURSAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$37.22,$0.00,C,$3359.93
"Us Bank",,,06/23/2014,"Download from usbank.com. VENMO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$48.00,$0.00,C,$3311.93
"Us Bank",,,06/23/2014,"Download from usbank.com. H&M             SAN FRANCISCCA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$59.64,$0.00,C,$3252.29
"Us Bank",,,06/23/2014,"Download from usbank.com. SUDACHI         SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$143.14,$0.00,C,$3109.15
"Us Bank",,,06/24/2014,"Download from usbank.com. PAYPAL","Monthly Bills:Internet","Monthly Bills","Internet",,$1.87,$0.00,C,$3107.28
"Us Bank",,,06/24/2014,"Download from usbank.com. CHIPOTLE 1857   SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$8.05,$0.00,C,$3099.23
"Us Bank",,,06/24/2014,"Download from usbank.com. SQ *DOC'S OF THESan FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.97,$0.00,C,$3087.26
"Us Bank",,,06/24/2014,"Download from usbank.com. WHOLE FOODS MARKSan FranciscCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$175.43,$0.00,C,$2911.83
"Us Bank",,,06/24/2014,"Download from usbank.com. ERGO DEPOT LLC  503-477-7729OR","Savings Goals:House Stuff","Savings Goals","House Stuff",,$516.56,$0.00,C,$2395.27
"Us Bank",,,06/25/2014,"Download from usbank.com. ANGRAY FANTASTICSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$4.46,$0.00,C,$2390.81
"Us Bank",,,06/25/2014,"Download from usbank.com. HLU*Hulu 2274453HULU.COM/BILCA","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$7.99,$0.00,C,$2382.82
"Us Bank",,,06/25/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$9.78,$0.00,C,$2373.04
"Us Bank",,,06/25/2014,"Download from usbank.com. STARBUCKS #05516San FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.00,$0.00,C,$2363.04
"Us Bank",,,06/25/2014,"Download from usbank.com. SUGAR CAFE      SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.97,$0.00,C,$2351.07
"Us Bank",,,06/26/2014,"Download from usbank.com. SQ *SHOWPLACE CASan FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.75,$0.00,C,$2348.32
"Us Bank",,,06/26/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$7.33,$0.00,C,$2340.99
"Us Bank",,,06/26/2014,"Download from usbank.com. LYFT TUE AT 934A855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$8.00,$0.00,C,$2332.99
"Us Bank",,,06/26/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$15.96,$0.00,C,$2317.03
"Us Bank",,,06/27/2014,"Download from usbank.com. CAPITAL ONE 360 SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$1.50,$0.00,C,$2315.53
"Us Bank",,,06/27/2014,"Download from usbank.com. SUTTER FINE FOODSAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$13.04,$0.00,C,$2302.49
"Us Bank",,,06/27/2014,"Download from usbank.com. THE GROVE-HAYES SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$13.39,$0.00,C,$2289.10
"Us Bank",,,06/27/2014,"Download from usbank.com. PUBLIC BARBER SASAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$39.00,$0.00,C,$2250.10
"Us Bank",,,06/30/2014,"Download from usbank.com. SQWIGGLE INC","Income:Available this month","Income","Available this month",,$0.00,$1965.99,C,$4216.09
"Us Bank",,,06/30/2014,"Download from usbank.com. AMAZON DIG504244","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$14.00,C,$4230.09
"Us Bank",,,06/30/2014,"Download from usbank.com. 062814PLUSTERMGCA* EXCALIBUR HLAS VEGAS   NVUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.50,$0.00,C,$4227.59
"Us Bank",,,06/30/2014,"Download from usbank.com. EXCALIBUR CASTLELAS VEGAS   NV","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.92,$0.00,C,$4221.67
"Us Bank",,,06/30/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.00,$0.00,C,$4211.67
"Us Bank",,,06/30/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$12.42,$0.00,C,$4199.25
"Us Bank",,,06/30/2014,"Download from usbank.com. VIRGIN AMERICA  BURLINGAME  CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$13.50,$0.00,C,$4185.75
"Us Bank",,,06/30/2014,"Download from usbank.com. AIRLINE LIMOUSINLAS VEGAS   NV","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$16.00,$0.00,C,$4169.75
"Us Bank",,,06/30/2014,"Download from usbank.com. SFO PEET'S COFFESAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$16.73,$0.00,C,$4153.02
"Us Bank",,,06/30/2014,"Download from usbank.com. JOHNNY FOLEYS IRSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$17.00,$0.00,C,$4136.02
"Us Bank",,,06/30/2014,"Download from usbank.com. BART-CIVIC CENTESAN FRANCISCCA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$17.30,$0.00,C,$4118.72
"Us Bank",,,06/30/2014,"Download from usbank.com. BART-CLIPPER CIVSAN FRANCISCCA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$20.00,$0.00,C,$4098.72
"Us Bank",,,06/30/2014,"Download from usbank.com. SPRIG           415-894-5191CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$20.00,$0.00,C,$4078.72
"Us Bank",,,06/30/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$21.73,$0.00,C,$4056.99
"Us Bank",,,06/30/2014,"Download from usbank.com. NY-NY HOTEL - POLAS VEGAS   NV","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$29.75,$0.00,C,$4027.24
"Us Bank",,,06/30/2014,"Download from usbank.com. EXCALIBUR DRENCHLAS VEGAS   NV","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$30.00,$0.00,C,$3997.24
"Us Bank",,,06/30/2014,"Download from usbank.com. BAJA FRESH      LAS VEGAS   NV","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$30.21,$0.00,C,$3967.03
"Us Bank",,,06/30/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$76.99,$0.00,C,$3890.04
"Us Bank",,,06/30/2014,"Download from usbank.com. LUXOR PUBLIC HOULAS VEGAS   NV","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$80.00,$0.00,C,$3810.04
"Us Bank",,,06/30/2014,"Download from usbank.com. MGM GRAND GRDN BLAS VEGAS   NV","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$197.85,$0.00,C,$3612.19
"Us Bank",,,06/30/2014,"Download from usbank.com. GCA* EXCALIBUR HLAS VEGAS   NVUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$305.99,$0.00,C,$3306.20
"Us Bank",,,07/01/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.00,$0.00,C,$3301.20
"Us Bank",,,07/01/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$6.98,$0.00,C,$3294.22
"Us Bank",,,07/01/2014,"Download from usbank.com. CHIPOTLE 1857   SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$8.05,$0.00,C,$3286.17
"Us Bank",,,07/01/2014,"Download from usbank.com. EXCALIBUR  SPIRILAS VEGAS   NV","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$12.73,$0.00,C,$3273.44
"Us Bank",,,07/01/2014,"Download from usbank.com. MET CAS INS CO","Monthly Bills:Car Insurance","Monthly Bills","Car Insurance",,$49.00,$0.00,C,$3224.44
"Us Bank",,,07/01/2014,"Download from usbank.com. BARCLAYS BANK DE","Savings Goals:Savings","Savings Goals","Savings",,$150.00,$0.00,C,$3074.44
"Us Bank",,,07/02/2014,"Download from usbank.com. CHIPOTLE 1857   SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$7.94,$0.00,C,$3066.50
"Us Bank",,,07/02/2014,"Download from usbank.com. DAILYBURN       888-867-8304NY","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$10.00,$0.00,C,$3056.50
"Us Bank",,,07/02/2014,"Download from usbank.com. WHOLE FOODS MARKSan FranciscCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$143.16,$0.00,C,$2913.34
"Us Bank",,,07/02/2014,"Download from usbank.com. Mosser Companies","Monthly Bills:Rent","Monthly Bills","Rent",,$1565.09,$0.00,C,$1348.25
"Us Bank",,,07/03/2014,"Download from usbank.com. MODCLOTH INC","Income:Available this month","Income","Available this month",,$0.00,$1453.24,C,$2801.49
"Us Bank",,,07/03/2014,"Download from usbank.com. 24 HOUR FITNESS SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.50,$0.00,C,$2795.99
"Us Bank",,,07/03/2014,"Download from usbank.com. SQ *HIYAAA      San FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$13.00,$0.00,C,$2782.99
"Us Bank",,,07/03/2014,"Download from usbank.com. JASPERS CORNER TSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$49.78,$0.00,C,$2733.21
"Us Bank",,,07/07/2014,"Download from usbank.com. 24 HOUR FITNESS SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$4.62,$0.00,C,$2728.59
"Us Bank",,,07/07/2014,"Download from usbank.com. APL* ITUNES.COM/866-712-7753CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.94,$0.00,C,$2722.65
"Us Bank",,,07/07/2014,"Download from usbank.com. LYFT WED AT 809P855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$6.00,$0.00,C,$2716.65
"Us Bank",,,07/07/2014,"Download from usbank.com. LYFT SAT AT 1222855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$8.00,$0.00,C,$2708.65
"Us Bank",,,07/07/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.00,$0.00,C,$2698.65
"Us Bank",,,07/07/2014,"Download from usbank.com. SPRIG           415-894-5191CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$11.00,$0.00,C,$2687.65
"Us Bank",,,07/07/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.63,$0.00,C,$2676.02
"Us Bank",,,07/07/2014,"Download from usbank.com. SUDACHI         SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$21.13,$0.00,C,$2654.89
"Us Bank",,,07/07/2014,"Download from usbank.com. DARBAR CUISINE ISAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$26.02,$0.00,C,$2628.87
"Us Bank",,,07/07/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$27.18,$0.00,C,$2601.69
"Us Bank",,,07/07/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$73.28,$0.00,C,$2528.41
"Us Bank",,,07/07/2014,"Download from usbank.com. WHOLE FOODS MARKSan FranciscCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$110.87,$0.00,C,$2417.54
"Us Bank",,,07/07/2014,"Download from usbank.com. BARCLAYS BANK DE","Savings Goals:Savings","Savings Goals","Savings",,$150.00,$0.00,C,$2267.54
"Us Bank",,,07/08/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$5.00,$0.00,C,$2262.54
"Us Bank",,,07/08/2014,"Download from usbank.com. Chile Pies & IceSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.64,$0.00,C,$2256.90
"Us Bank",,,07/08/2014,"Download from usbank.com. LYFT SUN AT 1059855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$8.00,$0.00,C,$2248.90
"Us Bank",,,07/08/2014,"Download from usbank.com. SQ *DOC'S OF THESan FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.95,$0.00,C,$2236.95
"Us Bank",,,07/08/2014,"Download from usbank.com. Chile Pies & IceSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$14.66,$0.00,C,$2222.29
"Us Bank",,,07/08/2014,"Download from usbank.com. HOWABOUTWE.COM  718-310-3363NY","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$18.00,$0.00,C,$2204.29
"Us Bank",,,07/08/2014,"Download from usbank.com. 7246","Debt:Eric's Credit Card","Debt","Eric's Credit Card",,$200.00,$0.00,C,$2004.29
"Us Bank",,,07/09/2014,"Download from usbank.com. USPS 0568050007 SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.60,$0.00,C,$1998.69
"Us Bank",,,07/09/2014,"Download from usbank.com. LATTE EXPRESS 4 SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.77,$0.00,C,$1987.92
"Us Bank",,,07/09/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$45.77,$0.00,C,$1942.15
"Us Bank",,,07/10/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$5.00,$0.00,C,$1937.15
"Us Bank",,,07/10/2014,"Download from usbank.com. SPRIG           415-894-5191CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$22.00,$0.00,C,$1915.15
"Us Bank",,,07/10/2014,"Download from usbank.com. CARDMEMBER SERV",,,,,$34.00,$0.00,C,$1881.15
"Us Bank",,,07/10/2014,"Download from usbank.com. SONGBIRD STUDIOSSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$240.00,$0.00,C,$1641.15
"Us Bank",,,07/11/2014,"Download from usbank.com. SPRIG           4158945191  CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$0.00,$22.00,C,$1663.15
"Us Bank",,,07/11/2014,"Download from usbank.com. SPRIG           415-894-5191CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$11.00,$0.00,C,$1652.15
"Us Bank",,,07/11/2014,"Download from usbank.com. TRADER JOE'S #20SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$37.60,$0.00,C,$1614.55
"Us Bank",,,07/14/2014,"Download from usbank.com. WP ENGINE INC   877-9736446 TX","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$0.00,$4.00,C,$1618.55
"Us Bank",,,07/14/2014,"Download from usbank.com. SPRIG           415-894-5191CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$11.00,$0.00,C,$1607.55
"Us Bank",,,07/14/2014,"Download from usbank.com. CVS #10080      SAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$11.41,$0.00,C,$1596.14
"Us Bank",,,07/14/2014,"Download from usbank.com. SQ *KOREAN BOBCHSan FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.69,$0.00,C,$1584.45
"Us Bank",,,07/14/2014,"Download from usbank.com. LYFT SAT AT 329P855-280-0278CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$12.00,$0.00,C,$1572.45
"Us Bank",,,07/14/2014,"Download from usbank.com. SQ *JOY'S PLACE San FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$22.40,$0.00,C,$1550.05
"Us Bank",,,07/14/2014,"Download from usbank.com. FANDANGO.COM    FANDANGO.COMCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$24.50,$0.00,C,$1525.55
"Us Bank",,,07/14/2014,"Download from usbank.com. WHOLE FOODS MARKSan FranciscCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$24.68,$0.00,C,$1500.87
"Us Bank",,,07/14/2014,"Download from usbank.com. SUTTER FINE FOODSAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$26.88,$0.00,C,$1473.99
"Us Bank",,,07/14/2014,"Download from usbank.com. NOB HILL GRILLE SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$30.00,$0.00,C,$1443.99
"Us Bank",,,07/14/2014,"Download from usbank.com. EB *2014 PHONO DEVENTBRITE  CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$54.48,$0.00,C,$1389.51
"Us Bank",,,07/14/2014,"Download from usbank.com. GUITAR CENTER #2SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$217.49,$0.00,C,$1172.02
"Us Bank",,,07/14/2014,"Download from usbank.com. 7246","Debt:Eric's Credit Card","Debt","Eric's Credit Card",,$300.00,$0.00,C,$872.02
"Us Bank",,,07/15/2014,"Download from usbank.com. SQWIGGLE INC","Income:Available this month","Income","Available this month",,$0.00,$1965.99,C,$2838.01
"Us Bank",,,07/15/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.00,$0.00,C,$2833.01
"Us Bank",,,07/15/2014,"Download from usbank.com. CHIPOTLE 1857   SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$7.56,$0.00,C,$2825.45
"Us Bank",,,07/15/2014,"Download from usbank.com. TRADER JOE'S #20SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$59.98,$0.00,C,$2765.47
"Us Bank",,,07/15/2014,"Download from usbank.com. BARCLAYS BANK DE","Savings Goals:Savings","Savings Goals","Savings",,$150.00,$0.00,C,$2615.47
"Us Bank",,,07/16/2014,"Download from usbank.com. CUP A JOES COFFESAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$6.00,$0.00,C,$2609.47
"Us Bank",,,07/16/2014,"Download from usbank.com. CHIPOTLE 1857   SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$7.56,$0.00,C,$2601.91
"Us Bank",,,07/16/2014,"Download from usbank.com. LYFT TUE AT 936A855-280-0278CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.00,$0.00,C,$2591.91
"Us Bank",,,07/16/2014,"Download from usbank.com. SAM'S CHOWDER MOHALF MOON BACA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.00,$0.00,C,$2580.91
"Us Bank",,,07/17/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.00,$0.00,C,$2575.91
"Us Bank",,,07/17/2014,"Download from usbank.com. SQ *KASA INDIAN San FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.51,$0.00,C,$2566.40
"Us Bank",,,07/17/2014,"Download from usbank.com. SPRIG           415-894-5191CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$12.00,$0.00,C,$2554.40
"Us Bank",,,07/17/2014,"Download from usbank.com. THE IRON CACTUS SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$13.65,$0.00,C,$2540.75
"Us Bank",,,07/17/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$20.96,$0.00,C,$2519.79
"Us Bank",,,07/17/2014,"Download from usbank.com. RESTAURANT LULU SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$33.26,$0.00,C,$2486.53
"Us Bank",,,07/18/2014,"Download from usbank.com. MODCLOTH INC","Income:Available this month","Income","Available this month",,$0.00,$1453.26,C,$3939.79
"Us Bank",,,07/18/2014,"Download from usbank.com. PAYPAL","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$9.99,$0.00,C,$3929.80
"Us Bank",,,07/18/2014,"Download from usbank.com. SPRIG           415-894-5191CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$12.00,$0.00,C,$3917.80
"Us Bank",,,07/18/2014,"Download from usbank.com. URBAN-OUTFITTERS972-550-2751PA","Savings Goals:House Stuff","Savings Goals","House Stuff",,$326.24,$0.00,C,$3591.56
"Us Bank",,,07/21/2014,"Download from usbank.com. VENMO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$26.00,C,$3617.56
"Us Bank",,,07/21/2014,"Download from usbank.com. THE CHIEFTAIN IRSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.25,$0.00,C,$3609.31
"Us Bank",,,07/21/2014,"Download from usbank.com. GROUPON INC     877-788-7858IL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.75,$0.00,C,$3599.56
"Us Bank",,,07/21/2014,"Download from usbank.com. THE IRON CACTUS SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.79,$0.00,C,$3589.77
"Us Bank",,,07/21/2014,"Download from usbank.com. PAYPAL","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$9.99,$0.00,C,$3579.78
"Us Bank",,,07/21/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.00,$0.00,C,$3569.78
"Us Bank",,,07/21/2014,"Download from usbank.com. SUTTER FINE FOODSAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$11.19,$0.00,C,$3558.59
"Us Bank",,,07/21/2014,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$20.72,$0.00,C,$3537.87
"Us Bank",,,07/21/2014,"Download from usbank.com. WALGREENS 500 GESAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$26.30,$0.00,C,$3511.57
"Us Bank",,,07/21/2014,"Download from usbank.com. SUTTER FINE FOODSAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$30.44,$0.00,C,$3481.13
"Us Bank",,,07/21/2014,"Download from usbank.com. MYMY COFFEE SHOPSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$35.27,$0.00,C,$3445.86
"Us Bank",,,07/21/2014,"Download from usbank.com. WAYO SUSHI      SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$67.26,$0.00,C,$3378.60
"Us Bank",,,07/21/2014,"Download from usbank.com. MODCLOTH INC.   888-4959699 CA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$81.62,$0.00,C,$3296.98
"Us Bank",,,07/21/2014,"Download from usbank.com. BARCLAYS BANK DE","Savings Goals:Savings","Savings Goals","Savings",,$150.00,$0.00,C,$3146.98
"Us Bank",,,07/21/2014,"Download from usbank.com. ATT","Monthly Bills:Cell Phone","Monthly Bills","Cell Phone",,$225.81,$0.00,C,$2921.17
"Us Bank",,,07/22/2014,"Download from usbank.com. VENMO","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.75,$0.00,C,$2920.42
"Us Bank",,,07/22/2014,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.00,$0.00,C,$2915.42
"Us Bank",,,07/22/2014,"Download from usbank.com. CHIPOTLE 1857   SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$7.56,$0.00,C,$2907.86
"Us Bank",,,07/22/2014,"Download from usbank.com. BELLISSIMO PIZZASAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.50,$0.00,C,$2899.36
"Us Bank",,,07/22/2014,"Download from usbank.com. AMC VAN NESS 14 SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.00,$0.00,C,$2888.36
"Us Bank",,,07/22/2014,"Download from usbank.com. PICNIC          SAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$17.94,$0.00,C,$2870.42
"Us Bank",,,07/22/2014,"Download from usbank.com. CUP A JOES COFFESAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$19.03,$0.00,C,$2851.39
"Us Bank",,,07/22/2014,"Download from usbank.com. SPRIG           415-894-5191CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$22.00,$0.00,C,$2829.39
"Us Bank",,,07/22/2014,"Download from usbank.com. NNT COLE HARDWARSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$34.78,$0.00,C,$2794.61
"Us Bank",,,07/22/2014,"Download from usbank.com. NARA SUSHI      SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$35.29,$0.00,C,$2759.32
"Us Bank",,,07/23/2014,"Download from usbank.com.","Income:Available this month","Income","Available this month",,$0.00,$6.95,C,$2766.27
"Us Bank",,,07/23/2014,"Download from usbank.com. CAPITAL ONE 360 SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$1.50,$0.00,C,$2764.77
"Us Bank",,,07/23/2014,"Download from usbank.com.","Income:Available this month","Income","Available this month",,$6.95,$0.00,C,$2757.82
"Us Bank",,,07/23/2014,"Download from usbank.com. BLUE FOG MARKETSSAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$8.15,$0.00,C,$2749.67
